0.261139276,0.25980343,,,,0.810421981,0.280181036,"0.810421981,0.280181036,0,"
0.256992374,0.256536895,,,,0.67446307,0.244397008,"0.67446307,0.244397008,0,"
0.252835275,0.25818036,,,,0.673397452,0.257492042,"0.673397452,0.257492042,0,"
0.248688372,0.254913824,,,,0.672328435,0.272223742,"0.672328435,0.272223742,0,"
0.242461221,0.253287355,,,,0.672287645,0.291863744,"0.672287645,0.291863744,0,"
0.239352743,0.25001912,,,,0.672257054,0.306593745,"0.672257054,0.306593745,0,"
0.235202442,0.248389251,,,,0.67533154,0.326228647,"0.67533154,0.326228647,0,"
0.232090566,0.246757683,,,,0.677377798,0.340955249,"0.677377798,0.340955249,0,"
0.227936865,0.246764481,,,,0.683574358,0.35731172,"0.683574358,0.35731172,0,"
0.221709713,0.245138012,,,,0.688739291,0.370396556,"0.688739291,0.370396556,0,"
0.219636262,0.243504744,,,,0.695967477,0.39002466,"0.695967477,0.39002466,0,"
0.214450935,0.240239908,,,,0.703216059,0.399832764,"0.703216059,0.399832764,0,"
0.208216985,0.241886773,,,,0.709433013,0.406369234,"0.709433013,0.406369234,0,"
0.20302146,0.243531937,,,,0.714611542,0.412907403,"0.714611542,0.412907403,0,"
0.199909584,0.241900369,,,,0.720835295,0.41617054,"0.720835295,0.41617054,0,"
0.194714059,0.243545533,,,,0.7291291,0.42270361,"0.7291291,0.42270361,0,"
0.190560359,0.243552332,,,,0.737412707,0.434146681,"0.737412707,0.434146681,0,"
0.186406658,0.24355913,,,,0.74571331,0.437406419,"0.74571331,0.437406419,0,"
0.182252958,0.243565928,,,,0.752968689,0.443941189,"0.752968689,0.443941189,0,"
0.177054034,0.246847759,,,,0.758154017,0.447206025,"0.758154017,0.447206025,0,"
0.172890136,0.251764558,,,,0.768534869,0.448825696,"0.768534869,0.448825696,0,"
0.169771461,0.253406323,,,,0.779960944,0.447170334,"0.779960944,0.447170334,0,"
0.165607564,0.258323122,,,,0.792428844,0.443876606,"0.792428844,0.443876606,0,"
0.161447065,0.261603254,,,,0.802823293,0.43894961,"0.802823293,0.43894961,0,"
0.157283167,0.266520052,,,,0.809070839,0.430756079,"0.809070839,0.430756079,0,"
0.154164493,0.268161818,,,,,,
0.152077445,0.273075217,,,,,,
0.147910148,0.279628682,,,,,,
0.142714623,0.281273847,,,,,,
0.140630975,0.284550579,,,,,,
0.136460279,0.292740712,,,,,,
0.134369832,0.299290778,,,,,,
0.132279386,0.305840844,,,,,,
0.129150514,0.31239261,,,,,,
0.126014844,0.322217709,,,,,,
0.122885972,0.328769475,,,,,,
0.121827152,0.338591175,,,,,,
0.12179996,0.351684509,,,,,,
0.117625864,0.361511308,,,,,,
0.116573843,0.368059675,,,,,,
0.118630299,0.377876276,,,,,,
0.117574878,0.38606131,,,,,,
0.118589509,0.397516277,,,,,,
0.11960754,0.407334579,,,,,,
0.121663996,0.41715118,,,,,,
0.124762275,0.425329415,,,,,,
0.124752078,0.430239416,,,,,,
0.126815332,0.436782684,,,,,,
0.127836762,0.444964318,,,,,,
0.130928243,0.456415887,,,,,,
0.132991497,0.462959155,,,,,,
0.134016326,0.469504122,,,,,,
0.136076181,0.477684057,,,,,,
0.136059185,0.485867391,,,,,,
0.137080615,0.494049025,,,,,"0.137080615,0.494049025,0,",
0.131874893,0.50060419,,,,,"0.131874893,0.50060419,0,",
0.127717793,0.502247655,,,,,"0.127717793,0.502247655,0,",
0.127704197,0.508794322,,,,,"0.127704197,0.508794322,0,",
0.125617149,0.513707722,,,,,"0.125617149,0.513707722,0,",
0.12146005,0.515351187,,,,,"0.12146005,0.515351187,0,",
0.117289354,0.523541319,,,,,"0.117289354,0.523541319,0,",
0.117279156,0.528451319,,,,,"0.117279156,0.528451319,0,",
0.116227135,0.534999686,,,,,"0.116227135,0.534999686,0,",
0.115175113,0.541548052,,,,,"0.115175113,0.541548052,0,",
0.119301621,0.554634588,,,,,"0.119301621,0.554634588,0,",
0.118242801,0.564456288,,,,,"0.118242801,0.564456288,0,",
0.11926763,0.571001256,,,,,"0.11926763,0.571001256,0,",
0.121324086,0.580817858,,,,,"0.121324086,0.580817858,0,",
0.123387339,0.587361126,,,,,"0.123387339,0.587361126,0,",
0.128576066,0.588989295,,,,,"0.128576066,0.588989295,0,",
0.133768192,0.588980797,,,,,"0.133768192,0.588980797,0,",
0.14000894,0.584060599,,,,,"0.14000894,0.584060599,0,",
0.145204464,0.582415435,,,,,"0.145204464,0.582415435,0,",
0.151445212,0.577495237,,,,,"0.151445212,0.577495237,0,",
0.156644136,0.574213406,,,,,"0.156644136,0.574213406,0,",
0.163916511,0.572564842,,,,,"0.163916511,0.572564842,0,",
0.170150461,0.570917978,,,,,"0.170150461,0.570917978,0,",
0.175352784,0.56599948,,,,,"0.175352784,0.56599948,0,",
0.181579936,0.567625949,,,,,"0.181579936,0.567625949,0,",
0.189870341,0.575795687,,,,,"0.189870341,0.575795687,0,",
0.194013845,0.580698889,,,,,"0.194013845,0.580698889,0,",
0.19920597,0.580690391,,,,,"0.19920597,0.580690391,0,",
0.204387899,0.585591894,,,,,"0.204387899,0.585591894,0,",
0.210611651,0.58885503,,,,,"0.210611651,0.58885503,0,",
0.21787043,0.593753134,,,,,,
0.22304556,0.60192797,,,,,,
0.230290742,0.61337274,,,,,,
0.23755292,0.616634177,,,,,,
0.245839926,0.626440581,,,,,,
0.249973232,0.636253784,,,,,,
0.255151761,0.642791953,,,,,,
0.260330291,0.649330122,,,,,,
0.266550644,0.654229925,,,,,,
0.27483765,0.66403633,,,,,,
0.280019579,0.668937832,,,,,,
0.285201507,0.673839335,,,,,,
0.288306585,0.678744236,,,,,,
0.293485114,0.685282406,,,,,,
0.297625219,0.691822275,,,,,,
0.303845572,0.696722078,,,,,,
0.310065926,0.701621881,,,,,,
0.31420603,0.70816175,,,,,,
0.321468207,0.711423186,,,,,,
0.327685162,0.717959656,,,,,,
0.333895318,0.727769459,,,,,,
0.336996997,0.734311028,,,,,,
0.341130303,0.74412423,,,,,,
0.343193557,0.750667498,,,,,,
0.345253411,0.758847433,,,,,,
0.345243214,0.763757433,,,,,,
0.345229618,0.770304101,,,,,,
0.344177596,0.776852467,,,,,,
0.344160601,0.785035801,,,,,,
0.343101781,0.794857501,,,,,,
0.336867831,0.796504365,,,,,,
0.334780784,0.801417765,,,,,,
0.332690337,0.807967831,,,,,,
0.331634916,0.816152864,,,,,,
0.332659745,0.822697832,,,,,,
0.334716201,0.832514433,,,,,,
0.338856305,0.839054302,,,,,,
0.344041632,0.842319138,,,,,,
0.343003207,0.842320838,,,,,,
0.343003207,0.842320838,,,,,,
0.347143311,0.848860707,,,,,,
0.351290213,0.852127242,,,,,,
0.355443914,0.852120444,,,,,,
0.360632641,0.853748613,,,,,,
0.363744517,0.855380181,,,,,,
0.368929844,0.858645017,,,,,,
0.375153597,0.861908153,,,,,,
0.378255276,0.868449721,,,,,,
0.384479028,0.871712858,,,,,,
0.392779631,0.874972595,,,,,,
0.395894907,0.874967496,,,,,,
0.395884709,0.879877496,,,,,,
0.397951362,0.884784098,,,,,,
0.401059839,0.888052333,,,,,,
0.405206742,0.891318868,,,,,,
0.410385271,0.897857037,,,,,,
0.413493748,0.901125272,,,,,,
0.416598826,0.906030174,,,,,,
0.421784154,0.90929501,,,,,,
0.425934455,0.910924878,,,,,,
0.429042932,0.914193113,,,,,,
0.433193234,0.915822982,,,,,,
0.437340136,0.919089517,,,,,,
0.441487038,0.922356052,,,,,,
0.442515266,0.927264353,,,,,,
0.449777444,0.93052579,,,,,,
0.457039622,0.933787227,,,,,,
0.464301799,0.937048663,,,,,,
0.469497324,0.935403499,,,,,,
0.475731274,0.933756635,,,,,,
0.480930198,0.930474803,,,,,,
0.488205972,0.927189573,,"0.488205972,0.927189573,0,",,,,
0.494429724,0.930452709,,"0.494429724,0.930452709,0,",,,,
0.503782349,0.92716408,,"0.503782349,0.92716408,0,",,,,
0.510023097,0.922243882,,"0.510023097,0.922243882,0,",,,,
0.517298871,0.918958652,,"0.517298871,0.918958652,0,",,,,
0.523529422,0.918948454,,"0.523529422,0.918948454,0,",,,,
0.52977017,0.914028257,,"0.52977017,0.914028257,0,",,,,
0.533930669,0.910748125,,,,,,
0.541206443,0.907462895,,,,,,
0.54537034,0.902546096,,,,,,
0.551600891,0.902535899,,,,,,
0.557848438,0.894342368,,,,,,
0.564089186,0.88942217,,,,,,
0.571361561,0.887773606,,,,,,
0.576567283,0.881218441,,,,,,
0.581779803,0.871389943,,,,,,
0.588017152,0.868106412,,,,,,
0.594261299,0.861549548,,,,,,
0.601540472,0.856627651,,,,,,
0.607777821,0.85334412,,,,,,
0.612983543,0.846788955,,,,,,
0.61922769,0.840232091,,,,,,
0.624430013,0.835313592,,,,,,
0.630667362,0.832030062,,,,,,
0.633792835,0.827114963,,,,,,
0.635886681,0.81892823,,,,,,
0.642127429,0.814008032,,,,,,
0.642141025,0.807461365,,,,,,
0.643196446,0.799276332,,,,,,
0.643206643,0.794366331,,,,,,
0.645300489,0.786179598,,,,,,
0.646359309,0.776357898,,,,,,
0.646376304,0.768174564,,,,,,
0.6463933,0.75999123,,,,,,
0.648493944,0.748531164,,,,,,
0.646437488,0.738714562,,,,,,
0.651639811,0.733796064,,,,,,
0.658915585,0.730510834,,,,,,
0.665152934,0.727227303,,,,,,
0.671383485,0.727217106,,,,,,
0.675547383,0.722300307,,,,,,
0.681781332,0.720653443,,,,,,
0.685941831,0.717373311,,,,,,
0.69010233,0.71409318,,,,,,
0.697378104,0.710807949,,,,,,
0.70464708,0.710796052,,,,,,
0.706730728,0.70751932,,,,,,
0.710894626,0.702602521,,,,,,
0.714023498,0.696050755,,,,,,
0.720264246,0.691130558,,,,,,
